11,2015-04-12 21:37:15,Engineer Tracy Chou Has the Stats on Workplace Diversity at Startups,200,200,125,125,uploaded_images/IEEE_Spectrum_xQzLxFp.png,"0,0,461,128",http://spectrum.ieee.org/view-from-the-valley/at-work/tech-careers/engineer-tracy-chou-has-the-stats-on-workplace-diversity-at-startups,"August 22, 2014 | Where are all the women engineers? That’s a question on a lot of minds these past few months. A number of large companies—like Google, Facebook, Yahoo, Apple—have gone public with statistics about their workforces, and the numbers weren’t encouraging.",11
12,2015-04-12 21:38:22,Why Psychologists’ Food Fight Matters,200,200,125,125,uploaded_images/Slate_logo_sDwCNNK.png,"0,0,325,134",http://www.slate.com/articles/health_and_science/science/2014/07/replication_controversy_in_psychology_bullying_file_drawer_effect_blog_posts.single.htm,"July 31, 2014 | “Important findings” haven’t been replicated, and science may have to change its ways.",12
13,2015-04-12 21:39:25,A web platform for streamlining scientific workflows,200,200,125,125,uploaded_images/Open_Science_Collaborative_Logo.png,"0,0,1054,1054",http://opensource.com/life/14/6/center-open-science-framework,"June 18, 2014 | If you haven’t heard, science has been experiencing some issues. Though most scientists believe in the ideals of openness, transparency, and reproducibility, the reality is that the incentive structure of academic research encourages exactly the opposite.",13
14,2015-04-12 21:40:45,SHARE Selects COS as development partner for notification service,200,200,125,125,uploaded_images/cos_logo_qGrIRbw.png,"0,0,300,180",/pr/2014-06-02,"June 02, 2014 | SHARE and COS...have agreed to form a partnership to build the SHARE Notification Service, which will provide notice that research is available to the public.",14
15,2015-04-12 21:42:00,"As Concerns About Non-Reproducible Data Mount, Some Solutions Take Shape",200,200,125,125,uploaded_images/aaas_wqLUt1J.jpg,"0,0,460,307",http://www.aaas.org/news/concerns-about-non-reproducible-data-mount-some-solutions-take-shape,"May 30, 2014 | ""Reproducibility — the ability to redo an experiment and get the same results — is a cornerstone of science, but it has been the subject of some troubling news lately...",15
16,2015-04-12 21:44:03,Social Psychology releases special issue of 15 Registered Reports attempting to replicate important results ,200,200,125,125,uploaded_images/sp_140_uDG1nfU.jpg,"0,0,113,144",/pr/2014-05-19,"May 19, 2014 | Journal articles are the currency of science, but incentives favoring novelty over accuracy potentially undermine the credibility of the scientific literature.",16
17,2015-04-12 21:46:08,"Reproducibility Project: Cancer Biology Receives $500,000 of Reagents",200,200,150,150,uploaded_images/SE_Logo_jJJFbAy.png,"0,0,300,121",/pr/2014-05-01,"May 1st, 2014 | Science Exchange announced today that many top scientific suppliers will provide over $500,000 worth of research reagents and models to support the Reproducibility Project: Cancer Biology.",17
18,2015-04-12 21:47:34,The Reformation: Can Social Scientists Save Themselves?,200,200,125,125,uploaded_images/psmag_logo_IlwhKiL.png,"0,0,235,117",http://www.psmag.com/navigation/health-and-behavior/can-social-scientists-save-themselves-human-behavior-78858/,"April 28, 2014 | ""Academic hoaxes have a way of crystallizing, and then shattering, the intellectual pretensions of an era. It was almost 20 years ago, for instance, that a physicist named Alan Sokal laid siege to postmodern theory with a Trojan horse.""",18
19,2015-04-12 21:49:28,The Changing Face of Psychology,200,200,125,125,uploaded_images/guardian_gC6LeVB.gif,"0,0,115,22",http://www.theguardian.com/science/head-quarters/2014/jan/24/the-changing-face-of-psychology,"January 24th, 2014 | ""Now, finally, the tide is turning. A growing number of psychologists – particularly the younger generation – are fed up with results that don’t replicate,  journals that value story-telling over truth, and an academic culture in which researchers treat data as their personal property.""",19
20,2015-04-12 21:50:35,Psychology's Credibility Crisis,200,200,150,150,uploaded_images/dsc_logo_rz9HPWJ.png,"0,0,447,106",http://discovermagazine.com/2014/jan-feb/46-research-report-repeat-with-brian-nosek#.UuZ1tGQo6OE,January 2014 | The Center for Open Science's activities and the need for greater numbers of replications in science was ranked as number 46 in the Discover Magazine's top 100 stories of 2013.,20
21,2015-04-12 21:53:37,COS on WTJU,200,200,125,125,uploaded_images/wtju_HP35Jx2.png,"0,0,121,73",/static/WTJUinterview.mp3,"January 17th, 2014 | Andrew Sallans and Josh Carp of the Center for Open Science were interviewed on WTJU's Soundboard.",21
22,2015-04-12 22:36:35,COS on NBC29,200,200,125,125,uploaded_images/nbc29_BdpsNlu.jpg,"0,0,300,225",http://www.nbc29.com/story/24468145/new-charlottesville-nonprofit-helps-scientists-collaborate-around-the-world,"January 16th, 2014 | Whitney Harris from NBC29 news visited the Center for Open Science, reporting on the Center's mission of increasing the openness, integrity, and reproducibility of scientific research. Whitney also gave the Center's treadmill desk some attention.",22
23,2015-04-13 09:09:45,The JTF awards $2.1M joining the Arnold Foundation and Sloan Foundation in $10M year for COS,200,200,125,125,uploaded_images/jtf_rL2Vq3I.jpg,"0,0,3550,937",/pr/2013-12-23/,"December 23, 2013 | Initiated by a grant from the Laura and John Arnold Foundation in early 2013, the Center for Open Science received additional support from an anonymous donor in March to accelerate development of the Open Science Framework.",23
24,2015-04-13 11:18:24,Psychology's Credibility Crisis,200,200,125,125,uploaded_images/dsc_logo_Woa0xHE.png,"0,0,447,106",http://discovermagazine.com/2014/jan-feb?page=2#.UrMg02RDu39,December 2013 | More replication of published studies is needed if science is to remain dependable and self-correcting. [Subscription only],24
25,2015-04-13 11:21:38,Second Look at Psychology Experiments Offers Reassurance<,200,200,125,125,uploaded_images/Science_N98PuGX.gif,"0,0,276,183",http://news.sciencemag.org/social-sciences/2013/11/second-look-psychology-experiments-offers-reassurance,"November 27th, 2013 | ...Most psychological experiments are carried out by a single lab group, often just a few researchers. But several collaborations that span dozens of psychology laboratories around the world have recently formed.",25
26,2015-04-13 11:23:04,Welcome To The Era of Big Replication,200,200,125,125,uploaded_images/ng_czwYaHa.png,"0,0,561,432",http://phenomena.nationalgeographic.com/2013/11/26/welcome-to-the-era-of-big-replication/,"November 26th, 2013 | ""It is very telling that everyone I spoke to praised the initiative, including the authors whose work did not replicate. There was none of the acrimony that has stained past debates. When something is done this well, it’s pretty churlish to not accept the results. This is a harbinger of things to come.”",26
27,2015-04-13 11:25:36,Psychologists strike a blow for reproducibility,300,300,125,125,uploaded_images/nature_H8kHJ4q.png,"0,0,300,200",http://www.nature.com/news/psychologists-strike-a-blow-for-reproducibility-1.14232,"November 26th, 2013 | “This is a really important initiative for psychology,” says Danny Oppenheimer, a psychologist at the University of California, Los Angeles, whose work was under scrutiny but who did not take part in the collaboration. “It means that the replicability problem, while by no means trivial, may not be as widespread as some critics of the field have suggested.”",27
28,2015-04-13 11:26:31,Receptive to replication,200,200,125,125,uploaded_images/nature_1nRZAu9.png,"0,0,300,200",http://www.nature.com/nbt/journal/v31/n11/full/nbt.2748.html,"November 8th, 2013 | The Reproducibility Initiative (Nat. Biotechnol. 30, 806, 2012) represents another way of replicating research. A collaboration between the Science Exchange and PLOS ONE, the initiative offers to broker independent validation of a researcher's work in return for a fee, with subsequent publication in the journal. In October, the Laura and John Arnold Foundation provided $1.3 million to the initiative to authenticate 50 high-profile cancer papers from the past two years.",28
29,2015-04-13 11:27:43,Science and Its Skeptics,300,300,125,125,uploaded_images/newyorker_eOmz4YR.png,"0,0,682,133",http://www.newyorker.com/online/blogs/elements/2013/11/science-and-its-skeptics.html,"November 7th, 2013 | The wholesale shift in the culture of how scientists think about their craft is at least as significant a meta-story as the replicability crisis itself. But the prophets of doom never let their readers in on this happy secret.",29
30,2015-04-13 11:28:54,What’s New at Psychological Science: An Interview with Editor in Chief Eric Eich,300,300,125,125,uploaded_images/observer_flag_FRxsFvM.jpg,"0,0,550,140",http://www.psychologicalscience.org/index.php/publications/observer/2013/november-2013/whats-new-at-psychological-science.html,"November 1st, 2013 | Initiatives launching at Psychological Science in 2014 have the potential for far-reaching effects on authors, readers, and science as a whole.",30
31,2015-04-13 11:29:55,APS Replication Initiative Under Way,300,300,125,125,uploaded_images/aps_sKTPcoC.jpg,"0,0,200,200",http://www.psychologicalscience.org/index.php/publications/observer/2013/november-2013/aps-replication-initiative-underway.html,"November 1st, 2013 | Earlier this year, Perspectives on Psychological Science announced the first project of the new Registered Replication Report (RRR) initiative, which aims to support high-quality, multi-center replications of important psychological findings. The response was tremendous: 30 labs from all over the world are currently participating in our first RRR project.",31
32,2015-04-13 11:30:55,You can’t read just one: Reproducibility and multiple sources,300,300,125,125,uploaded_images/sciam_logo_uqySRx6.png,"0,0,314,120",http://blogs.scientificamerican.com/information-culture/2013/10/29/you-cant-read-just-one-reproducibility-and-multiple-sources/,"October 29th, 2013 | We teach students in introductory science classes that reproducibility is one of the hallmarks of science. As they learn more about their disciplines, they need to be aware of the practical challenges involved in reproducing the work of others, and the importance of finding multiple sources about a topic needs to be emphasized.",32
33,2015-04-13 12:29:02,Are Most Scientific Results Bunk?,200,200,125,125,uploaded_images/reason_logo_B65FhGE.png,"0,0,723,726",http://reason.com/blog/2013/10/28/are-most-scientific-results-bunk,"October 28th, 2013 | Nosek's Open Science Framework project seems like a promising way to nudge researchers toward greater transparency and less data dredging. Through the system researchers can obtain ""badges"" for project pre-registration, open data, and open materials. Presumably these badges will help persuade journal editors to be more likely to publish such studies and thus encourage better research practices.",33
34,2015-04-13 12:39:48,Trouble at the lab,200,200,125,125,uploaded_images/economist_ehBRnOL.png,"0,0,245,118",http://www.economist.com/news/briefing/21588057-scientists-think-science-self-correcting-alarming-degree-it-not-trouble,"October 19th, 2013 | The idea that the same experiments always get the same results, no matter who performs them, is one of the cornerstones of science’s claim to objective truth. If a systematic campaign of replication does not lead to the same results, then either the original research is flawed (as the replicators claim) or the replications are (as many of the original researchers on priming contend). Either way, something is awry.",34
35,2015-04-13 12:41:48,Press release: Reproducibility Initiative Receives $1.3M Grant,300,300,125,125,uploaded_images/SE_Logo_cTxarfk.png,"0,0,300,121",/pr/2013-10-16/,"October 16th, 2013 | The Center for Open Science announced? ?today that it would designate $1.3M of funding from the Laura and John Arnold Foundation towards the Reproducibility??Initiative? to independently validate 50 landmark cancer biology studies. The 50? ?chosen studies  are among the highest impact studies in the field over the period of 2010 to 2012, and systematic? ?validation could be crucial to developing future cancer drugs.",35
36,2015-04-13 12:44:42,"Your Data, Warts and All",200,200,75,75,uploaded_images/Science_VItV8NG.gif,"0,0,276,183",http://sciencecareers.sciencemag.org/career_magazine/previous_issues/articles/2013_10_04/caredit.a1300211,"October 4th, 2013 | The imperative for thorough, transparent, and accurate reporting is often in conflict with the need young scientists have to add items to their CVs. Fortunately there are ways—some straightforward and safe; others risky or requiring more effort—to manage this conflict, staying close to data-disclosure ideals while also getting on with your career.",36
37,2015-04-13 12:46:09,The Crisis in Social Psychology That Isn’t,200,200,125,125,uploaded_images/newyorker_4zpHdHw.png,"0,0,682,133",http://www.newyorker.com/online/blogs/elements/2013/05/the-crisis-in-social-psychology-that-isnt.html,"May 1st, 2013 | Things aren’t quite as bad as they seem, though. Although Nature’s report was headlined “Disputed results a fresh blow for social psychology,” it scarcely noted that there have been some replications of experiments modelled on Dijksterhuis’s phenomenon. His finding could still turn out to be right, if weaker than first thought. More broadly, social priming is just one thread in the very rich fabric of social psychology.",37
38,2015-04-13 12:48:01,New Center Aims to Make Science More Open and Reliable,200,200,125,125,uploaded_images/ng_gjZPqkD.png,"0,0,561,432",http://phenomena.nationalgeographic.com/2013/03/05/new-center-aims-to-make-science-more-open-and-reliable/,"March 5th, 2013 | The field of psychology is going through a period of introspective turmoil. On the one hand, it has never been more popular. Its results lead to attention-grabbing headlines, and fill books that sit happily on bestseller lists. Conversely, some of its own practitioners are starting to ask themselves a difficult question...",38
39,2015-04-13 12:49:28,Psychologists Launch a Bare-All Research Initiative,200,200,125,125,uploaded_images/Science_Eq04j8Q.gif,"0,0,276,183",http://news.sciencemag.org/2013/03/psychologists-launch-bare-all-research-initiative/,"March 5th, 2013 | A group of psychologists are launching a project this week that they hope will make studies in their field radically more transparent and prompt other fields to open up as well. With a pledge of $5.25 million from private supporters, they have set up an outfit called the Center for Open Science.",39
40,2015-04-13 12:50:39,Press release: COS to provide revolutionary approach to scientific communication,200,200,100,100,uploaded_images/cos_logo_TVpj86u.png,"0,0,300,180",/pr/2013-3-05/,"March 5th, 2013 | Scientific research aims to create knowledge about how the world works. Knowledge accumulates when scientists conduct studies and share their findings with others. Sharing allows other scientists to identify flaws or ot extend the findings to get more knowledge. Given its importance, it is surprising that a large portion of scientific research is never shared at all.",40
41,2015-04-13 12:52:34,New Center Hopes to Clean Up Sloppy Science and Bogus Research,200,200,125,125,uploaded_images/chronicle_J6Du1yz.jpg,"0,0,200,200",http://chronicle.com/article/New-Center-Hopes-to-Clean-Up/137683/,"March 5th, 2013 | Something is wrong with science, or at least with how science is often done. Flashy research in prestigious journals later proves to be bogus. Researchers have built careers on findings that are dubious or even turn out to be fraudulent. Much of the conversation about that trend has focused on flaws in social psychology, but the problem is not confined to a single field.",41
42,2015-04-13 12:54:01,Replicate This,200,200,125,125,uploaded_images/pacstand_6W6KPPu.png,"0,0,432,110",http://www.psmag.com/magazines/march-april-2013/reproducibility-project-science-53141/,"February 26th, 2013 | [M]any of the classic studies that led us to our current understanding of priming have never been replicated. In fact, the few attempts to reproduce the results that we have taken at face value for so long have failed.",42
43,2015-04-13 12:55:30,Primed for Controversy,200,200,125,125,uploaded_images/nyt_rTvRNjM.png,"0,0,420,272",http://www.nytimes.com/2013/02/24/opinion/sunday/psychology-research-control.html?_r=0,"February 24th, 2013 | In 2005, the writer Malcolm Gladwell introduced readers
                            to the phenomenon of “thinking without thinking” - the mental work we all do automatically -
                            in his blockbuster book “Blink.” Typical of the genre is a reliance on the “goal-priming effect,”
                            in which study subjects automatically and unintentionally alter their thoughts or behavior when
                            prompted by various kinds of information.",43
44,2015-04-13 12:56:31,The Crisis in Squishy Science: Trouble for Scientists and for Journalists<,300,300,125,125,uploaded_images/huffpo_dhjFU8F.png,"0,0,447,244",http://www.huffingtonpost.com/bella-depaulo/the-crisis-in-squishy-sci_b_2697848.html,"February 20th, 2013 | I should be embarrassed. I’m a social psychologist and
                            my field seems to be in a heap of trouble these days. All of the squishy sciences are getting
                            battered. “Squishy” isn’t an insult. To me, it is more of a term of endearment. I use it to
                            refer to all of the sciences that try in some way to study humans.",44
45,2015-04-13 12:57:36,Scandals force psychologists to do some soul-searching,200,200,100,100,uploaded_images/nbc_oLFBQ71.png,"0,0,1900,1117",http://www.nbcnews.com/science/scandals-force-psychologists-do-some-soul-searching-1C8453878,"February 20th, 2013 | In the wake of several scandals in psychology research,
                            scientists are asking themselves just how much of their research is valid. In the past 10 years,
                            dozens of studies in the psychology field have been retracted, and several high-profile studies
                            have not stood up to scrutiny when outside researchers tried to replicate the research.",45
46,2015-04-13 12:58:38,Interesting results: Can they be replicated?,200,200,100,100,uploaded_images/apa_6yplbB7.png,"0,0,1373,506",http://www.apa.org/monitor/2013/02/results.aspx,"February 2013 | In psychology, as in other sciences, replication is the gold standard.
                            In theory, new knowledge doesn’t make it into the canon until the studies that produced it
                            have been verified, independently, by more than one researcher. But in practice, critics say
                            the field rarely lives up to that ideal - and the result is a psychological literature rife with
                            findings that may or may not be true, yet are generally accepted as valid.",46
47,2015-04-13 12:59:39,Cleaning Up Science,200,200,125,125,uploaded_images/newyorker_nlR3aej.png,"0,0,682,133",http://www.newyorker.com/online/blogs/newsdesk/2012/12/cleaning-up-science.html%20target=,"December 24th, 2012 | A lot of scientists have been busted recently for making
                            up data and fudging statistics. One case involves a Harvard professor who I once knew and worked with;
                            another a Dutch social psychologist who made up results by the bushel. Medicine, too, has
                            seen a rash of scientific foul play; perhaps most notably, the dubious idea that vaccines
                            could cause autism appears to have been a hoax perpetrated by a scientific cheat.",47
48,2015-04-13 13:01:50,The Myth of Self-Correcting Science,200,200,150,150,uploaded_images/atlantic_lhZxrWX.png,"0,0,463,143",http://www.theatlantic.com/health/archive/2012/12/the-myth-of-self-correcting-science/266228/,"December 20th, 2012 | Over the last two years, the field of psychology has
                            endured a wave of scandal bookended by fraud cases involving Harvard primatologist Marc Hauser
                            and Dutch social psychologist Diederik Stapel. Even researchers desensitized by scandal-fatigue
                            did a double take when the final report on Stapel’s case came out last month. The extent of his
                            creative misinterpretation of the facts make the Hauser case look like child’s play.",48
49,2015-04-13 13:02:11,Final Report on Stapel Also Blames Field As a Whole,200,200,75,75,uploaded_images/Science_EUsM305.gif,"0,0,276,183",http://www.sciencemag.org/content/338/6112/1270.summary,"December 7th, 2012 | A joint report on disgraced social psychologist Diederik Stapel was issued on 28 November by three committees, one for each of the universities where he worked. [...] In a video statement, he said he was deeply sorry and announced he had written an autobiography to explain how his fraud happened. But the key message in the joint report said that the fraud is not just about Stapel but colleagues, co-authors, reviewers, and editors at even the most prestigious journals.",49
50,2015-04-13 13:04:14,Video: Solving the Crisis of Reproducing Science Research,200,200,125,125,uploaded_images/os_summit_MjKzM15.png,"0,0,300,114",http://fora.tv/2012/10/19/Crisis_of_Reproducing_Science_Research__How_to_Solve_It,"October 19th, 2012 | Elizabeth Bartmess, Michael Cohn, and Jeff Spies take part
                            in presenting at the Open Science Summit. Bartmess/Cohn starts at 55:00 and Spies starts at 1:15:00.",50
51,2015-04-13 13:04:33,Daniel Kahneman Sees ‘Train-Wreck Looming’ for Social Psychology,200,200,100,100,uploaded_images/chronicle_vmbrzEC.jpg,"0,0,200,200",http://chronicle.com/blogs/percolator/daniel-kahneman-sees-train-wreck-looming-for-social-psychology/31338,"October 5th, 2012 | Daniel Kahneman sent an e-mail last week to a dozen social
                            psychologists, spelling out what he sees as a way to restore the credibility of priming research.",51
52,2015-04-13 13:05:23,"Nosek on Truth, Science, and Academic Incentives",200,200,100,100,uploaded_images/econlib_qSd84Ba.jpg,"0,0,180,140",http://www.econtalk.org/archives/2012/09/nosek_on_truth.html,"September 10th, 2012 | Brian Nosek of the University of Virginia talks with
                            EconTalk host Russ Roberts about how incentives in academic life create a tension between
                            truth-seeking and professional advancement. Nosek argues that these incentives create a
                            subconscious bias toward making research decisions in favor of novel results that may not be
                            true, particularly in empirical and experimental work in the social sciences.",52
53,2015-04-13 13:06:37,Service Offers to Reproduce Results for a Fee,200,200,75,75,uploaded_images/Science_Z5ltcPI.gif,"0,0,276,183",http://www.sciencemag.org/content/337/6098/1031.short,"August 31st, 2012 | A breast cancer biologist is hoping to persuade researchers
                            to have their work replicated for a fee. They would accept the risk of failure but also have a
                            shot at quick validation. The Reproducibility Initiative, launched earlier this month, invites
                            biomedical scientists to submit critical experiments to an advisory board, which matches those
                            experiments with a research facility equipped to repeat them.",53
54,2015-04-13 13:07:30,Replication studies: Bad copy,200,200,100,100,uploaded_images/ng_uddX9H0.png,"0,0,561,432",http://www.nature.com/news/replication-studies-bad-copy-1.10634,"May 16th, 2012 | For many psychologists, the clearest sign that their field
                            was in trouble came, ironically, from a study about premonition. Daryl Bem, a social psychologist
                            at Cornell University in Ithaca, New York, showed student volunteers 48 words and then abruptly
                            asked them to write down as many as they could remember.",54
55,2015-04-13 13:08:27,Is Psychology About to Come Undone?,200,200,100,100,uploaded_images/chronicle_x7DTvuG.jpg,"0,0,200,200",http://chronicle.com/blogs/percolator/is-psychology-about-to-come-undone/29045,"April 17th, 2012 | If you’re a psychologist, the news has to make you a little
                            nervous-particularly if you’re a psychologist who published an article in 2008 in any of these
                            three journals: Psychological Science, the Journal of Personality and Social Psychology, or
                            the Journal of Experimental Psychology: Learning, Memory, and Cognition.",55
56,2015-04-13 13:09:17,Psychology’s Bold Initiative,200,200,75,75,uploaded_images/Science_xRgu7Pw.gif,"0,0,276,183",http://www.sciencemag.org/content/335/6076/1558,"March 30th, 2012 | Some psychology researchers argue that a scientific culture
                            that too heavily favors new and counterintuitive ideas over the confirmation of existing results
                            has led to too many findings that are striking for their novelty and published in respected
                            journals-but are nonetheless false.",56
